game,white,result,score,running_wins,running_draws,running_losses,running_elo
7,NNUE-3c5166f,1-0,1.0,1,0,0,1199.8
5,NNUE-3c5166f,1-0,1.0,2,0,0,1199.8
1,NNUE-3c5166f,1-0,1.0,3,0,0,1199.8
4,HCE-3c5166f,0-1,1.0,4,0,0,1199.8
3,NNUE-3c5166f,1-0,1.0,5,0,0,1199.8
6,HCE-3c5166f,0-1,1.0,6,0,0,1199.8
8,HCE-3c5166f,0-1,1.0,7,0,0,1199.8
2,HCE-3c5166f,0-1,1.0,8,0,0,1199.8
9,NNUE-3c5166f,1-0,1.0,9,0,0,1199.8
12,HCE-3c5166f,0-1,1.0,10,0,0,1199.8
15,NNUE-3c5166f,1-0,1.0,11,0,0,1199.8
11,NNUE-3c5166f,1-0,1.0,12,0,0,1199.8
16,HCE-3c5166f,0-1,1.0,13,0,0,1199.8
13,NNUE-3c5166f,1-0,1.0,14,0,0,1199.8
14,HCE-3c5166f,0-1,1.0,15,0,0,1199.8
20,HCE-3c5166f,0-1,1.0,16,0,0,1199.8
19,NNUE-3c5166f,1-0,1.0,17,0,0,1199.8
22,HCE-3c5166f,0-1,1.0,18,0,0,1199.8
23,NNUE-3c5166f,1-0,1.0,19,0,0,1199.8
17,NNUE-3c5166f,1-0,1.0,20,0,0,1199.8
18,HCE-3c5166f,0-1,1.0,21,0,0,1199.8
21,NNUE-3c5166f,1-0,1.0,22,0,0,1199.8
24,HCE-3c5166f,0-1,1.0,23,0,0,1199.8
10,HCE-3c5166f,0-1,1.0,24,0,0,1199.8
31,NNUE-3c5166f,1-0,1.0,25,0,0,1199.8
27,NNUE-3c5166f,1-0,1.0,26,0,0,1199.8
25,NNUE-3c5166f,1-0,1.0,27,0,0,1199.8
26,HCE-3c5166f,0-1,1.0,28,0,0,1199.8
28,HCE-3c5166f,0-1,1.0,29,0,0,1199.8
35,NNUE-3c5166f,1-0,1.0,30,0,0,1199.8
29,NNUE-3c5166f,1-0,1.0,31,0,0,1199.8
30,HCE-3c5166f,0-1,1.0,32,0,0,1199.8
34,HCE-3c5166f,0-1,1.0,33,0,0,1199.8
36,HCE-3c5166f,0-1,1.0,34,0,0,1199.8
37,NNUE-3c5166f,0-1,0.0,34,0,1,612.6
33,NNUE-3c5166f,1-0,1.0,35,0,1,617.6
38,HCE-3c5166f,0-1,1.0,36,0,1,622.5
39,NNUE-3c5166f,1-0,1.0,37,0,1,627.3
44,HCE-3c5166f,0-1,1.0,38,0,1,631.9
41,NNUE-3c5166f,1-0,1.0,39,0,1,636.4
32,HCE-3c5166f,0-1,1.0,40,0,1,640.8
43,NNUE-3c5166f,1-0,1.0,41,0,1,645.1
42,HCE-3c5166f,0-1,1.0,42,0,1,649.3
47,NNUE-3c5166f,1-0,1.0,43,0,1,653.4
40,HCE-3c5166f,0-1,1.0,44,0,1,657.4
46,HCE-3c5166f,0-1,1.0,45,0,1,661.3
45,NNUE-3c5166f,1-0,1.0,46,0,1,665.1
50,HCE-3c5166f,0-1,1.0,47,0,1,668.8
51,NNUE-3c5166f,1-0,1.0,48,0,1,672.5
48,HCE-3c5166f,0-1,1.0,49,0,1,676.1
49,NNUE-3c5166f,1-0,1.0,50,0,1,679.6
52,HCE-3c5166f,0-1,1.0,51,0,1,683.0
56,HCE-3c5166f,0-1,1.0,52,0,1,686.4
55,NNUE-3c5166f,1-0,1.0,53,0,1,689.7
54,HCE-3c5166f,0-1,1.0,54,0,1,693.0
61,NNUE-3c5166f,1-0,1.0,55,0,1,696.1
53,NNUE-3c5166f,1-0,1.0,56,0,1,699.3
57,NNUE-3c5166f,1-0,1.0,57,0,1,702.3
58,HCE-3c5166f,0-1,1.0,58,0,1,705.4
60,HCE-3c5166f,0-1,1.0,59,0,1,708.3
62,HCE-3c5166f,0-1,1.0,60,0,1,711.3
65,NNUE-3c5166f,1-0,1.0,61,0,1,714.1
63,NNUE-3c5166f,1-0,1.0,62,0,1,717.0
66,HCE-3c5166f,0-1,1.0,63,0,1,719.7
69,NNUE-3c5166f,1-0,1.0,64,0,1,722.5
67,NNUE-3c5166f,1-0,1.0,65,0,1,725.2
64,HCE-3c5166f,0-1,1.0,66,0,1,727.8
70,HCE-3c5166f,0-1,1.0,67,0,1,730.4
59,NNUE-3c5166f,1-0,1.0,68,0,1,733.0
68,HCE-3c5166f,0-1,1.0,69,0,1,735.5
71,NNUE-3c5166f,1-0,1.0,70,0,1,738.0
72,HCE-3c5166f,0-1,1.0,71,0,1,740.5
77,NNUE-3c5166f,1-0,1.0,72,0,1,742.9
74,HCE-3c5166f,0-1,1.0,73,0,1,745.3
73,NNUE-3c5166f,1-0,1.0,74,0,1,747.7
79,NNUE-3c5166f,1-0,1.0,75,0,1,750.0
76,HCE-3c5166f,0-1,1.0,76,0,1,752.3
78,HCE-3c5166f,0-1,1.0,77,0,1,754.6
80,HCE-3c5166f,0-1,1.0,78,0,1,756.8
75,NNUE-3c5166f,1-0,1.0,79,0,1,759.1
83,NNUE-3c5166f,1-0,1.0,80,0,1,761.2
82,HCE-3c5166f,0-1,1.0,81,0,1,763.4
84,HCE-3c5166f,0-1,1.0,82,0,1,765.5
81,NNUE-3c5166f,1-0,1.0,83,0,1,767.6
85,NNUE-3c5166f,1-0,1.0,84,0,1,769.7
89,NNUE-3c5166f,1-0,1.0,85,0,1,771.8
87,NNUE-3c5166f,1-0,1.0,86,0,1,773.8
90,HCE-3c5166f,0-1,1.0,87,0,1,775.8
86,HCE-3c5166f,1/2-1/2,0.5,87,1,1,706.4
93,NNUE-3c5166f,1-0,1.0,88,1,1,708.3
91,NNUE-3c5166f,1-0,1.0,89,1,1,710.3
92,HCE-3c5166f,0-1,1.0,90,1,1,712.2
88,HCE-3c5166f,1/2-1/2,0.5,90,2,1,663.2
94,HCE-3c5166f,0-1,1.0,91,2,1,665.1
97,NNUE-3c5166f,1-0,1.0,92,2,1,667.0
96,HCE-3c5166f,0-1,1.0,93,2,1,668.8
95,NNUE-3c5166f,1-0,1.0,94,2,1,670.7
99,NNUE-3c5166f,1-0,1.0,95,2,1,672.5
101,NNUE-3c5166f,1-0,1.0,96,2,1,674.3
98,HCE-3c5166f,0-1,1.0,97,2,1,676.1
102,HCE-3c5166f,1/2-1/2,0.5,97,3,1,638.2
100,HCE-3c5166f,0-1,1.0,98,3,1,640.0
107,NNUE-3c5166f,1-0,1.0,99,3,1,641.7
109,NNUE-3c5166f,1-0,1.0,100,3,1,643.4
104,HCE-3c5166f,0-1,1.0,101,3,1,645.1
105,NNUE-3c5166f,1-0,1.0,102,3,1,646.8
108,HCE-3c5166f,0-1,1.0,103,3,1,648.5
106,HCE-3c5166f,0-1,1.0,104,3,1,650.1
112,HCE-3c5166f,0-1,1.0,105,3,1,651.8
113,NNUE-3c5166f,1-0,1.0,106,3,1,653.4
116,HCE-3c5166f,0-1,1.0,107,3,1,655.0
114,HCE-3c5166f,0-1,1.0,108,3,1,656.6
111,NNUE-3c5166f,1-0,1.0,109,3,1,658.2
115,NNUE-3c5166f,1-0,1.0,110,3,1,659.7
110,HCE-3c5166f,0-1,1.0,111,3,1,661.3
117,NNUE-3c5166f,1-0,1.0,112,3,1,662.8
119,NNUE-3c5166f,1-0,1.0,113,3,1,664.3
103,NNUE-3c5166f,1-0,1.0,114,3,1,665.9
118,HCE-3c5166f,1/2-1/2,0.5,114,4,1,634.9
121,NNUE-3c5166f,1-0,1.0,115,4,1,636.4
120,HCE-3c5166f,0-1,1.0,116,4,1,637.9
122,HCE-3c5166f,0-1,1.0,117,4,1,639.4
125,NNUE-3c5166f,1-0,1.0,118,4,1,640.8
127,NNUE-3c5166f,1-0,1.0,119,4,1,642.3
124,HCE-3c5166f,0-1,1.0,120,4,1,643.7
123,NNUE-3c5166f,1-0,1.0,121,4,1,645.1
133,NNUE-3c5166f,1-0,1.0,122,4,1,646.5
131,NNUE-3c5166f,1-0,1.0,123,4,1,647.9
126,HCE-3c5166f,0-1,1.0,124,4,1,649.3
129,NNUE-3c5166f,1-0,1.0,125,4,1,650.7
128,HCE-3c5166f,0-1,1.0,126,4,1,652.0
132,HCE-3c5166f,0-1,1.0,127,4,1,653.4
134,HCE-3c5166f,0-1,1.0,128,4,1,654.7
130,HCE-3c5166f,0-1,1.0,129,4,1,656.1
135,NNUE-3c5166f,0-1,0.0,129,4,2,606.1
136,HCE-3c5166f,0-1,1.0,130,4,2,607.4
137,NNUE-3c5166f,1-0,1.0,131,4,2,608.7
140,HCE-3c5166f,0-1,1.0,132,4,2,610.0
141,NNUE-3c5166f,1-0,1.0,133,4,2,611.3
139,NNUE-3c5166f,1-0,1.0,134,4,2,612.6
145,NNUE-3c5166f,1-0,1.0,135,4,2,613.9
138,HCE-3c5166f,0-1,1.0,136,4,2,615.1
142,HCE-3c5166f,0-1,1.0,137,4,2,616.4
143,NNUE-3c5166f,1-0,1.0,138,4,2,617.6
147,NNUE-3c5166f,1-0,1.0,139,4,2,618.9
144,HCE-3c5166f,0-1,1.0,140,4,2,620.1
150,HCE-3c5166f,1-0,0.0,140,4,3,581.3
148,HCE-3c5166f,0-1,1.0,141,4,3,582.5
151,NNUE-3c5166f,1-0,1.0,142,4,3,583.8
152,HCE-3c5166f,0-1,1.0,143,4,3,585.0
149,NNUE-3c5166f,1-0,1.0,144,4,3,586.2
153,NNUE-3c5166f,1-0,1.0,145,4,3,587.3
155,NNUE-3c5166f,1-0,1.0,146,4,3,588.5
146,HCE-3c5166f,0-1,1.0,147,4,3,589.7
154,HCE-3c5166f,0-1,1.0,148,4,3,590.8
156,HCE-3c5166f,0-1,1.0,149,4,3,592.0
159,NNUE-3c5166f,1-0,1.0,150,4,3,593.1
160,HCE-3c5166f,0-1,1.0,151,4,3,594.3
164,HCE-3c5166f,1/2-1/2,0.5,151,5,3,578.3
161,NNUE-3c5166f,1/2-1/2,0.5,151,6,3,563.7
163,NNUE-3c5166f,1-0,1.0,152,6,3,564.9
158,HCE-3c5166f,1/2-1/2,0.5,152,7,3,551.5
169,NNUE-3c5166f,*,0.5,152,8,3,539.2
157,NNUE-3c5166f,*,0.5,152,9,3,527.8
162,HCE-3c5166f,*,0.5,152,10,3,517.1
168,HCE-3c5166f,*,0.5,152,11,3,507.1
167,NNUE-3c5166f,*,0.5,152,12,3,497.8
166,HCE-3c5166f,*,0.5,152,13,3,488.9
165,NNUE-3c5166f,*,0.5,152,14,3,480.6
